vertebrate_sp_paper	vertebrate_sp_current	vertebrate_genus_current	vertebrate_family_current	body_size	diet	vertebrate
Coereba_flaveola	Coereba_flaveola	Coereba	Thraupidae	2.719462028	Nectarivore	Bird
Conirostrum_leucogenys	Conirostrum_leucogenys	Conirostrum	Thraupidae	2.328206061	Insectivore	Bird
Conirostrum_speciosum	Conirostrumeciosum	Conirostrumeciosum	Thraupidae	NA	NA	Bird
Coryphospingus_cucullatus	Coryphospingus_cucullatus	Coryphospingus	Thraupidae	3.173160857	Omnivore	Bird
Lanio_cuculatus	Coryphospingus_cucullatus	Coryphospingus	Thraupidae	3.173160857	Omnivore	Bird
Coryphospingus_pileatus	Coryphospingus_pileatus	Coryphospingus	Thraupidae	3.269677745	Omnivore	Bird
Cyanerpes_cyaneus	Cyanerpes_cyaneus	Cyanerpes	Thraupidae	3.145988144	Omnivore	Bird
Cypsnagra_hirundinacea	Cypsnagra_hirundinacea	Cypsnagra	Thraupidae	4.46794981	Insectivore	Bird
Euphonia_hirundinaceae	Cypsnagra_hirundinacea	Cypsnagra	Thraupidae	4.46794981	Insectivore	Bird
Dacnis_cayana	Dacnis_cayana	Dacnis	Thraupidae	3.046347561	Frugivore	Bird
Dacnis_lineata	Dacnis_lineata	Dacnis	Thraupidae	2.833159967	Frugivore	Bird
Dacnis_nigripes	Dacnis_nigripes	Dacnis	Thraupidae	3.145988144	Omnivore	Bird
Embernagra_longicauda	Embernagra_longicauda	Embernagra	Thraupidae	5.069535976	Omnivore	Bird
Eucometis_penicilatta	Eucometis_penicillata	Eucometis	Thraupidae	4.184401839	Insectivore	Bird
Eucometis_penicillata	Eucometis_penicillata	Eucometis	Thraupidae	4.184401839	Insectivore	Bird
Lanio_penicillatus	Eucometis_penicillata	Eucometis	Thraupidae	4.184401839	Insectivore	Bird
Euneornis_campestris	Euneornis_campestris	Euneornis	Thraupidae	3.333823965	Nectarivore	Bird
Gnorimopsar_chopi	Geospiza_fortis	Geospiza	Thraupidae	3.975741382	Granivore	Bird
Camarhynchus_parvulus	Geospiza_parvula	Geospiza	Thraupidae	NA	NA	Bird
Haplospiza_unicolor	Haplospiza_unicolor	Haplospiza	Thraupidae	3.267820843	Granivore	Bird
Hemithraupis_flavicollis	Hemithraupis_flavicollis	Hemithraupis	Thraupidae	3.025904243	Insectivore	Bird
Hemithraupis_guira	Hemithraupis_guira	Hemithraupis	Thraupidae	2.94226957	Insectivore	Bird
Hemithraupis_ruficapilla	Hemithraupis_ruficapilla	Hemithraupis	Thraupidae	2.833159967	Insectivore	Bird
Tachyphonus_cristatus	Islerothraupis_cristata	Islerothraupis	Thraupidae	NA	NA	Bird
Tachyphonus_luctuosus	Islerothraupis_luctuosa	Islerothraupis	Thraupidae	NA	NA	Bird
Lanio_aurantius	Lanio_aurantius	Lanio	Thraupidae	4.683604679	Insectivore	Bird
Lanio_versicolor	Lanio_versicolor	Lanio	Thraupidae	3.422765743	Insectivore	Bird
Loxipasser_anoxanthus	Loxipasser_anoxanthus	Loxipasser	Thraupidae	2.877451052	Omnivore	Bird
Poospiza_cinerea	Microspingus_cinereus	Microspingus	Thraupidae	NA	NA	Bird
Poospiza_lateralis	Microspingus_lateralis	Microspingus	Thraupidae	NA	NA	Bird
Nemosia_pileata	Nemosia_pileata	Nemosia	Thraupidae	3.333823965	Insectivore	Bird
Neothraupis_fasciata	Neothraupis_fasciata	Neothraupis	Thraupidae	4.170912321	Insectivore	Bird
Orchesticus_abeillei	Orchesticus_abeillei	Orchesticus	Thraupidae	4.474123891	Insectivore	Bird
Thraupis_bonariensis	Pipraeidea_bonariensis	Pipraeidea	Thraupidae	NA	NA	Bird
Pipraeidea_melanonota	Pipraeidea_melanonota	Pipraeidea	Thraupidae	3.751738359	Frugivore	Bird
Platyspiza_crassirostris	Platyspiza_crassirostris	Platyspiza	Thraupidae	4.712546184	NA	Bird
Ramphocelus_bresilius	Ramphocelus_bresilius	Ramphocelus	Thraupidae	4.559422168	Omnivore	Bird
Ramphocelus_carbo	Ramphocelus_carbo	Ramphocelus	Thraupidae	4.110871283	Frugivore	Bird
Ramphocelus_costaricensis	Ramphocelus_costaricensis	Ramphocelus	Thraupidae	4.458667801	Omnivore	Bird
Ramphocelus_dimidiatus	Ramphocelus_dimidiatus	Ramphocelus	Thraupidae	4.251016076	Omnivore	Bird
Ramphocelus_passerinii	Ramphocelus_passerinii	Ramphocelus	Thraupidae	4.504829205	Omnivore	Bird
Saltatriculla_atricollis	Saltator_atricollis	Saltator	Thraupidae	5.645068183	Granivore	Bird
Saltator_coerulescens	Saltator_coerulescens	Saltator	Thraupidae	5.69490744	Omnivore	Bird
Saltator_fuliginosus	Saltator_fuliginosus	Saltator	Thraupidae	5.491993904	Insectivore	Bird
Saltator_maxillosus	Saltator_maxillosus	Saltator	Thraupidae	5.506139333	NA	Bird
Saltator_maximus	Saltator_maximus	Saltator	Thraupidae	5.353707925	Frugivore	Bird
Saltator_merianae	Saltator_merianae	Saltator	Thraupidae	NA	NA	Bird
Saltator_similis	Saltator_similis	Saltator	Thraupidae	5.137095778	Insectivore	Bird
Saltatricula_atricollis	Saltatricula_atricollis	Saltatricula	Thraupidae	NA	NA	Bird
Schistochlamys_melanopis	Schistochlamys_melanopis	Schistochlamys	Thraupidae	4.56543564	Omnivore	Bird
Schistochlamys_melanops	Schistochlamys_melanopis	Schistochlamys	Thraupidae	4.56543564	Omnivore	Bird
Schistochlamys_ruficapillus	Schistochlamys_ruficapillus	Schistochlamys	Thraupidae	4.455568196	Frugivore	Bird
Sicalis_flaveola	Sicalis_flaveola	Sicalis	Thraupidae	3.413129628	Granivore	Bird
Sporophila_sp	Sporophila	Sporophila	Thraupidae	NA	NA	Bird
Oryzoborus_angolensis	Sporophila_angolensis	Sporophila	Thraupidae	NA	NA	Bird
Sporophila_caerulescens	Sporophila_caerulescens	Sporophila	Thraupidae	2.686160472	Granivore	Bird
Sporophila_intermedia	Sporophila_intermedia	Sporophila	Thraupidae	2.952893007	Granivore	Bird
Sporophila_leucoptera	Sporophila_leucoptera	Sporophila	Thraupidae	3.288171706	Granivore	Bird
Sporophila_nigricollis	Sporophila_nigricollis	Sporophila	Thraupidae	2.67051472	Granivore	Bird
Sporophila_turqueola	Sporophila_torqueola	Sporophila	Thraupidae	2.558751011	Granivore	Bird
Stephanophorus_diadematus	Stephanophorus_diadematus	Stephanophorus	Thraupidae	4.706776421	Frugivore	Bird
Tachyphonus_coronatus	Tachyphonus_coronatus	Tachyphonus	Thraupidae	4.335632999	Insectivore	Bird
Tachyphonus_rufus	Tachyphonus_rufus	Tachyphonus	Thraupidae	4.64856441	Insectivore	Bird
Tangara_sp	Tangara	Tangara	Thraupidae	NA	NA	Bird
Thraupis_abbas	Tangara_abbas	Tangara	Thraupidae	NA	NA	Bird
Tangara_cayana	Tangara_cayana	Tangara	Thraupidae	3.508794408	Frugivore	Bird
Tangara_chilensis	Tangara_chilensis	Tangara	Thraupidae	3.654673169	Frugivore	Bird
Tangara_cyanicollis	Tangara_cyanicollis	Tangara	Thraupidae	3.422765743	Frugivore	Bird
Tangara_cyanocephala	Tangara_cyanocephala	Tangara	Thraupidae	3.508794408	Frugivore	Bird
Tangara_cyanoptera	Tangara_cyanoptera	Tangara	Thraupidae	3.792570533	Frugivore	Bird
Tangara_cyanoventris	Tangara_cyanoptera	Tangara	Thraupidae	3.792570533	Frugivore	Bird
Thraupis_cyanoptera	Tangara_cyanoptera	Tangara	Thraupidae	3.792570533	Frugivore	Bird
Tangara_cyanoventris	Tangara_cyanoventris	Tangara	Thraupidae	3.378676092	Frugivore	Bird
Tangara_desmaresti	Tangara_desmaresti	Tangara	Thraupidae	3.7048033	Frugivore	Bird
Thraupis_episcopus	Tangara_episcopus	Tangara	Thraupidae	NA	NA	Bird
Tangara_gyrola	Tangara_gyrola	Tangara	Thraupidae	3.751738359	Frugivore	Bird
Tangara_heinei	Tangara_heinei	Tangara	Thraupidae	3.688985061	Frugivore	Bird
Tangara_icterocephala	Tangara_icterocephala	Tangara	Thraupidae	3.828307046	Frugivore	Bird
Tangara_inornata	Tangara_inornata	Tangara	Thraupidae	3.508794408	Frugivore	Bird
Tangara_mexicana	Tangara_mexicana	Tangara	Thraupidae	3.712679529	Omnivore	Bird
Tangara_nigrocincta	Tangara_nigrocincta	Tangara	Thraupidae	3.422765743	Frugivore	Bird
Thraupis_ornata	Tangara_ornata	Tangara	Thraupidae	NA	NA	Bird
Tangara_palmarum	Tangara_palmarum	Tangara	Thraupidae	NA	NA	Bird
Tangara_palmarum_	Tangara_palmarum	Tangara	Thraupidae	NA	NA	Bird
Thraupis_palmarum	Tangara_palmarum	Tangara	Thraupidae	NA	NA	Bird
Tangara_peruviana	Tangara_peruviana	Tangara	Thraupidae	3.843383022	Frugivore	Bird
Tangara_preciosa	Tangara_preciosa	Tangara	Thraupidae	3.888155369	Frugivore	Bird
Tangara_sayaca	Tangara_sayaca	Tangara	Thraupidae	NA	NA	Bird
Thraupis_sayaca	Tangara_sayaca	Tangara	Thraupidae	NA	NA	Bird
Tangara_seledon	Tangara_seledon	Tangara	Thraupidae	3.567416295	Frugivore	Bird
Teresina_viridis	Tersina_viridis	Tersina	Thraupidae	4.316297601	Frugivore	Bird
Tersina_viridis	Tersina_viridis	Tersina	Thraupidae	4.316297601	Frugivore	Bird
Thlypopsis_sordida	Thlypopsis_sordida	Thlypopsis	Thraupidae	3.422765743	Insectivore	Bird
Thraupis_sp	Thraupis	Thraupis	Thraupidae	NA	NA	Bird
Trichothraupis_melanops	Trichothraupis_melanops	Trichothraupis	Thraupidae	3.871817124	Insectivore	Bird
Volatinia_jacarina	Volatinia_jacarina	Volatinia	Thraupidae	2.71118656	Granivore	Bird
Crypturellus_parvirostris	Crypturellus_parvirostris	Crypturellus	Tinamidae	9.962531959	Granivore	Bird
Tinamus_major	Tinamus_major	Tinamus	Tinamidae	20.31249557	Omnivore	Bird
Tinamus_solitarius	Tinamus_solitarius	Tinamus	Tinamidae	23.14761339	Granivore	Bird
Oxyruncus_cristatus	Oxyruncus_cristatus	Oxyruncus	Tityridae	5.069535976	Frugivore	Bird
Pachyramphus_aglaiae	Pachyramphus_aglaiae	Pachyramphus	Tityridae	4.360602335	Insectivore	Bird
Pachyramphus_castaneus	Pachyramphus_castaneus	Pachyramphus	Tityridae	3.632912292	Insectivore	Bird
Pachyramphus_cinnamomeus	Pachyramphus_cinnamomeus	Pachyramphus	Tityridae	3.696905203	Insectivore	Bird
Pachyramphus_minor	Pachyramphus_minor	Pachyramphus	Tityridae	4.775415973	Omnivore	Bird
Pachyramphus_polychopterus	Pachyramphus_polychopterus	Pachyramphus	Tityridae	3.73617864	Insectivore	Bird
Pachyramphus_validus	Pachyramphus_validus	Pachyramphus	Tityridae	5.121608019	Insectivore	Bird
Pachyrramphus_validus	Pachyramphus_validus	Pachyramphus	Tityridae	5.121608019	Insectivore	Bird
Pachyramphus_viridis	Pachyramphus_viridis	Pachyramphus	Tityridae	3.751738359	Insectivore	Bird
Schiffornis_turdina	Schiffornis_turdina	Schiffornis	Tityridae	4.486438868	Omnivore	Bird
Schiffornis_virescens	Schiffornis_virescens	Schiffornis	Tityridae	4.08875272	Omnivore	Bird
Tityra_cayana	Tityra_cayana	Tityra	Tityridae	6.253536302	Frugivore	Bird
Tityra_inquisitor	Tityra_inquisitor	Tityra	Tityridae	5.126777376	Frugivore	Bird
Tityra_semifasciata	Tityra_semifasciata	Tityra	Tityridae	6.681036813	Frugivore	Bird
Campylorhynchus_griseus	Campylorhynchus_griseus	Campylorhynchus	Troglodytidae	5.090448074	Insectivore	Bird
Campylorhynchus_rufinucha	Campylorhynchus_rufinucha	Campylorhynchus	Troglodytidae	4.443141601	Insectivore	Bird
Campylorhynchus_zonatus	Campylorhynchus_zonatus	Campylorhynchus	Troglodytidae	4.660282642	Insectivore	Bird
Thryothorus_rufalbus	Thryophilus_rufalbus	Thryophilus	Troglodytidae	NA	NA	Bird
Troglodytes_aedon	Troglodytes_aedon	Troglodytes	Troglodytidae	2.816316254	Insectivore	Bird
Pharomachrus_mocinno	Pharomachrus_mocinno	Pharomachrus	Trogonidae	10.03761196	Frugivore	Bird
Trogon_citreolus	Trogon_citreolus	Trogon	Trogonidae	6.670048231	Omnivore	Bird
Trogon_collaris	Trogon_collaris	Trogon	Trogonidae	6.145849156	Insectivore	Bird
Trogon_curucui	Trogon_curucui	Trogon	Trogonidae	5.654172454	Insectivore	Bird
Trogon_elegans	Trogon_elegans	Trogon	Trogonidae	6.363540953	Insectivore	Bird
Trogon_massena	Trogon_massena	Trogon	Trogonidae	8.57815721	Frugivore	Bird
Trogon_melanocephalus	Trogon_melanocephalus	Trogon	Trogonidae	6.889024962	Omnivore	Bird
Trogon_melanurus	Trogon_melanurus	Trogon	Trogonidae	7.821722908	Frugivore	Bird
Trogon_rufus	Trogon_rufus	Trogon	Trogonidae	5.645068183	Insectivore	Bird
Trogon_surrucura	Trogon_surrucura	Trogon	Trogonidae	6.456224615	Insectivore	Bird
Trogon_violaceus	Trogon_violaceus	Trogon	Trogonidae	5.298654673	Frugivore	Bird
Trogon_viridis	Trogon_viridis	Trogon	Trogonidae	7.048000954	Frugivore	Bird
Catharus_aurantiirostris	Catharus_aurantiirostris	Catharus	Turdidae	4.367611377	Insectivore	Bird
Catharus_fuscescens	Catharus_fuscescens	Catharus	Turdidae	4.498709973	Insectivore	Bird
Catharus_minimus	Catharus_minimus	Catharus	Turdidae	4.479055176	Insectivore	Bird
Catharus_ustulatus	Catharus_ustulatus	Catharus	Turdidae	4.399287645	Insectivore	Bird
Hylocichla_mustelina	Hylocichla_mustelina	Hylocichla	Turdidae	5.472584724	Insectivore	Bird
Myadestes_genibarbis	Myadestes_genibarbis	Myadestes	Turdidae	4.329200362	Frugivore	Bird
Myadestes_melanops	Myadestes_melanops	Myadestes	Turdidae	4.510937629	Frugivore	Bird
Turdus_sp	Turdus	Turdus	Turdidae	NA	NA	Bird
Turdus_albicollis	Turdus_albicollis	Turdus	Turdidae	5.654172454	Insectivore	Bird
Turdus_amaurochalinus	Turdus_amaurochalinus	Turdus	Turdidae	5.82802725	Insectivore	Bird
Turdus_aurantius	Turdus_aurantius	Turdus	Turdidae	6.775301733	Omnivore	Bird
Turdus_falcklandii	Turdus_falcklandii	Turdus	Turdidae	7.189483541	Omnivore	Bird
Turdus_flavipes	Turdus_flavipes	Turdus	Turdidae	6.134004222	Frugivore	Bird
Turdus_fumigatus	Turdus_fumigatus	Turdus	Turdidae	6.547582385	Omnivore	Bird
Turdus_grayi	Turdus_grayi	Turdus	Turdidae	6.688349479	Insectivore	Bird
Turdus_hauxwelli	Turdus_hauxwelli	Turdus	Turdidae	6.289295687	Omnivore	Bird
Turdus_iliacu	Turdus_iliacus	Turdus	Turdidae	5.970026833	Insectivore	Bird
Turdus_jamaicensis	Turdus_jamaicensis	Turdus	Turdidae	5.880180631	Omnivore	Bird
Turdus_leucomelas	Turdus_leucomelas	Turdus	Turdidae	6.293252622	Frugivore	Bird
Turdus_merula	Turdus_merula	Turdus	Turdidae	7.475995502	Insectivore	Bird
Turdus_migratorius	Turdus_migratorius	Turdus	Turdidae	6.651681348	Omnivore	Bird
Turdus_naumanni	Turdus_naumanni	Turdus	Turdidae	6.452014483	Insectivore	Bird
Turdus_pallidus	Turdus_pallidus	Turdus	Turdidae	6.41048714	Insectivore	Bird
Turdus_philomelos	Turdus_philomelos	Turdus	Turdidae	6.239157717	Insectivore	Bird
Turdus_rufiventris	Turdus_rufiventris	Turdus	Turdidae	6.306682036	Omnivore	Bird
Turdus_subalaris	Turdus_subalaris	Turdus	Turdidae	5.444496048	Frugivore	Bird
Attila_bolivianus	Attila_bolivianus	Attila	Tyrannidae	4.936206375	Insectivore	Bird
Attila_phoenicurus	Attila_phoenicurus	Attila	Tyrannidae	4.523122265	Insectivore	Bird
Attila_rufus	Attila_rufus	Attila	Tyrannidae	5.100862275	Insectivore	Bird
Attila_spadiceus	Attilaadiceus	Attilaadiceus	Tyrannidae	NA	NA	Bird
Camptostoma_obsoletum	Camptostoma_obsoletum	Camptostoma	Tyrannidae	2.480561681	Insectivore	Bird
Capsiempis_flaveola	Capsiempis_flaveola	Capsiempis	Tyrannidae	2.426599088	Insectivore	Bird
Casiornis_rufus	Casiornis_rufus	Casiornis	Tyrannidae	4.032762726	Insectivore	Bird
Cnemotriccus_fuscatus	Cnemotriccus_fuscatus	Cnemotriccus	Tyrannidae	3.106631151	Insectivore	Bird
Cnemotricus_fuscatus	Cnemotriccus_fuscatus	Cnemotriccus	Tyrannidae	3.106631151	Insectivore	Bird
Colonia_colonus	Colonia_colonus	Colonia	Tyrannidae	3.534073211	Insectivore	Bird
Colorhamphus_parvirostris	Colorhamphus_parvirostris	Colorhamphus	Tyrannidae	2.787948066	Insectivore	Bird
Conopias_trivirgata	Conopias_trivirgatus	Conopias	Tyrannidae	4.001531985	Insectivore	Bird
Conopias_trivirgatus	Conopias_trivirgatus	Conopias	Tyrannidae	4.001531985	Insectivore	Bird
Contopus_cinereus	Contopus_cinereus	Contopus	Tyrannidae	2.899267123	Insectivore	Bird
Elaenia_albiceps	Elaenia_albiceps	Elaenia	Tyrannidae	3.288171706	Insectivore	Bird
Elaenia_chilensis	Elaenia_albiceps	Elaenia	Tyrannidae	3.288171706	Insectivore	Bird
Elaenia_chiriquensis	Elaenia_chiriquensis	Elaenia	Tyrannidae	3.27894171	Omnivore	Bird
Elaenia_cristata	Elaenia_cristata	Elaenia	Tyrannidae	3.525673169	Insectivore	Bird
Elaenia_fallax	Elaenia_fallax	Elaenia	Tyrannidae	3.184714009	Insectivore	Bird
Elaenia_flavogaster	Elaenia_flavogaster	Elaenia	Tyrannidae	4.032762726	Insectivore	Bird
Elaenia_mesoleuca	Elaenia_mesoleuca	Elaenia	Tyrannidae	3.474715718	Insectivore	Bird
Elaenia_obscura	Elaenia_obscura	Elaenia	Tyrannidae	3.96853854	Insectivore	Bird
Elaenia_parvirostris	Elaenia_parvirostris	Elaenia	Tyrannidae	3.126390318	Insectivore	Bird
Elaenia_sptrepera	Elaenia_strepera	Elaenia	Tyrannidae	3.616683006	Insectivore	Bird
Elaenia_spectabilis	Elaeniaectabilis	Elaeniaectabilis	Tyrannidae	NA	NA	Bird
Empidonax_virescens	Empidonax_virescens	Empidonax	Tyrannidae	3.005279409	Insectivore	Bird
Empidonomus_varius	Empidonomus_varius	Empidonomus	Tyrannidae	4.191125405	Insectivore	Bird
Fluvicola_nengeta	Fluvicola_nengeta	Fluvicola	Tyrannidae	3.751738359	Insectivore	Bird
Gubernetes_yetapa	Gubernetes_yetapa	Gubernetes	Tyrannidae	6.265485642	Insectivore	Bird
Hemitriccus_margaritaceiventer	Hemitriccus_margaritaceiventer	Hemitriccus	Tyrannidae	2.520051369	Insectivore	Bird
Knipolegus_cyanirostris	Knipolegus_cyanirostris	Knipolegus	Tyrannidae	3.27894171	Insectivore	Bird
Knipolegus_lophotes	Knipolegus_lophotes	Knipolegus	Tyrannidae	4.492579879	Insectivore	Bird
Knipoleugus_lophotes	Knipolegus_lophotes	Knipolegus	Tyrannidae	4.492579879	Insectivore	Bird
Knipolegus_nigerrimus	Knipolegus_nigerrimus	Knipolegus	Tyrannidae	3.696905203	Insectivore	Bird
Lathrotriccus_euleri	Lathrotriccus_euleri	Lathrotriccus	Tyrannidae	2.869764326	Insectivore	Bird
Legatus_leucophaius	Legatus_leucophaius	Legatus	Tyrannidae	3.843383022	Frugivore	Bird
Leptopogon_amaurocephalus	Leptopogon_amaurocephalus	Leptopogon	Tyrannidae	2.910095394	Insectivore	Bird
Machetornis_rixosa	Machetornis_rixosa	Machetornis	Tyrannidae	4.354856726	Insectivore	Bird
Megarrynchus_pitangua	Megarynchus_pitangua	Megarynchus	Tyrannidae	6.325185119	Insectivore	Bird
Megarynchus_pitanga	Megarynchus_pitangua	Megarynchus	Tyrannidae	6.325185119	Insectivore	Bird
Megarynchus_pitangua	Megarynchus_pitangua	Megarynchus	Tyrannidae	6.325185119	Insectivore	Bird
Mionectes_oleagineus	Mionectes_oleagineus	Mionectes	Tyrannidae	2.852093178	Frugivore	Bird
Mionectes_olivaceus	Mionectes_olivaceus	Mionectes	Tyrannidae	3.27060568	Frugivore	Bird
Mionectes_rufiventris	Mionectes_rufiventris	Mionectes	Tyrannidae	3.076681684	Insectivore	Bird
Muscipipra_vetula	Muscipipra_vetula	Muscipipra	Tyrannidae	4.184401839	Insectivore	Bird
Myiarchus_cinerascens	Myiarchus_cinerascens	Myiarchus	Tyrannidae	4.264176623	Insectivore	Bird
Myiarchus_crinitus	Myiarchus_crinitus	Myiarchus	Tyrannidae	4.510937629	Insectivore	Bird
Myiarchus_ferox	Myiarchus_ferox	Myiarchus	Tyrannidae	4.217880261	Insectivore	Bird
Myiarchus_nuttingi	Myiarchus_nuttingi	Myiarchus	Tyrannidae	3.902931104	Insectivore	Bird
Myiarchus_panamensis	Myiarchus_panamensis	Myiarchus	Tyrannidae	4.486438868	Insectivore	Bird
Myiarchus_swainsoni	Myiarchus_swainsoni	Myiarchus	Tyrannidae	4.053877056	Insectivore	Bird
Myiarchus_tuberculifer	Myiarchus_tuberculifer	Myiarchus	Tyrannidae	3.483276124	Insectivore	Bird
Myarchus_tyrannulus	Myiarchus_tyrannulus	Myiarchus	Tyrannidae	4.709662456	Insectivore	Bird
Myiarchus_tyrannulus	Myiarchus_tyrannulus	Myiarchus	Tyrannidae	4.709662456	Insectivore	Bird
Myiarchus_validus	Myiarchus_validus	Myiarchus	Tyrannidae	4.995442686	Omnivore	Bird
Myiodynastes_ludeiventris	Myiodynastes_luteiventris	Myiodynastes	Tyrannidae	5.318401791	Omnivore	Bird
Myiodynastes_luteiventris	Myiodynastes_luteiventris	Myiodynastes	Tyrannidae	5.318401791	Omnivore	Bird
Myiodynastes_maculatus	Myiodynastes_maculatus	Myiodynastes	Tyrannidae	5.131939957	Insectivore	Bird
Myiopagis_caniceps	Myiopagis_caniceps	Myiopagis	Tyrannidae	2.776494884	Insectivore	Bird
Myiopagis_gaimardii	Myiopagis_gaimardii	Myiopagis	Tyrannidae	2.944398253	Insectivore	Bird
Myiopagis_viridicata	Myiopagis_viridicata	Myiopagis	Tyrannidae	2.889476443	Insectivore	Bird
Myiophobus_fasciatus	Myiophobus_fasciatus	Myiophobus	Tyrannidae	2.706442914	Insectivore	Bird
Myiozetetes_cayanensis	Myiozetetes_cayanensis	Myiozetetes	Tyrannidae	4.109493414	Insectivore	Bird
Myiozetetes_granadensis	Myiozetetes_granadensis	Myiozetetes	Tyrannidae	4.335632999	Insectivore	Bird
Myiozetetes_luteiventris	Myiozetetes_luteiventris	Myiozetetes	Tyrannidae	3.59215967	Insectivore	Bird
Myiozetetes_similis	Myiozetetes_similis	Myiozetetes	Tyrannidae	4.251016076	Insectivore	Bird
Ochthornis_littoralis	Ochthornis_littoralis	Ochthornis	Tyrannidae	3.086706911	Insectivore	Bird
Phaeomyias_murina	Phaeomyias_murina	Phaeomyias	Tyrannidae	2.718281828	Insectivore	Bird
Pitangus_lictor	Philohydor_lictor	Philohydor	Tyrannidae	NA	NA	Bird
Phyllomyias_fasciatus	Phyllomyias_fasciatus	Phyllomyias	Tyrannidae	2.753401964	Insectivore	Bird
Phyllomyias_griseocapilla	Phyllomyias_griseocapilla	Phyllomyias	Tyrannidae	2.467215007	Insectivore	Bird
Phylloscartes_sylviolus	Phylloscartes_sylviolus	Phylloscartes	Tyrannidae	2.467215007	Insectivore	Bird
Phylloscartes_ventralis	Phylloscartes_ventralis	Phylloscartes	Tyrannidae	2.506978121	Insectivore	Bird
Pitangus_sulphuratus	Pitangus_sulphuratus	Pitangus	Tyrannidae	6.039403701	Omnivore	Bird
Rhytipterna_holerythra	Rhytipterna_holerythra	Rhytipterna	Tyrannidae	4.786731498	Insectivore	Bird
Satrapa_icterophrys	Satrapa_icterophrys	Satrapa	Tyrannidae	3.790274561	Insectivore	Bird
Serpophaga_subcristata	Serpophaga_subcristata	Serpophaga	Tyrannidae	2.26946458	Insectivore	Bird
Syristes_sibilator	Sirystes_sibilator	Sirystes	Tyrannidae	4.523122265	Insectivore	Bird
Suiriri_suiriri	Suiriri_suiriri	Suiriri	Tyrannidae	3.197168627	Insectivore	Bird
Tolmomyas_flaviventris	Tolmomyias_flaviventris	Tolmomyias	Tyrannidae	2.963466894	Insectivore	Bird
Tolmomyas_flaviventris	Tolmomyias_sulphurescens	Tolmomyias	Tyrannidae	3.175090186	Insectivore	Bird
Tolmomyias_sulphurescens	Tolmomyias_sulphurescens	Tolmomyias	Tyrannidae	3.175090186	Insectivore	Bird
Tyrannopsis_sulphurea	Tyrannopsis_sulphurea	Tyrannopsis	Tyrannidae	5.635944745	Insectivore	Bird
Tyrannus_albogularis	Tyrannus_albogularis	Tyrannus	Tyrannidae	4.803639741	Insectivore	Bird
Tyrannus_melancholicus	Tyrannus_melancholicus	Tyrannus	Tyrannidae	4.820470811	Insectivore	Bird
Tyrannus_savana	Tyrannus_savana	Tyrannus	Tyrannidae	4.498709973	Insectivore	Bird
Tyrannus_savanna	Tyrannus_savana	Tyrannus	Tyrannidae	4.498709973	Insectivore	Bird
Tyrannus_tyrannus	Tyrannus_tyrannus	Tyrannus	Tyrannidae	4.955154391	Insectivore	Bird
Tyrannus_verticalis	Tyrannus_verticalis	Tyrannus	Tyrannidae	4.941629751	Insectivore	Bird
Tyrannus_vociferans	Tyrannus_vociferans	Tyrannus	Tyrannidae	5.253869449	Insectivore	Bird
Xolmis_cinereus	Xolmis_cinereus	Xolmis	Tyrannidae	5.792917832	Insectivore	Bird
Xolmis_velatus	Xolmis_velatus	Xolmis	Tyrannidae	5.424385136	Insectivore	Bird
Cyclarhis_gujanensis	Cyclarhis_gujanensis	Cyclarhis	Vireonidae	4.303344401	Insectivore	Bird
Hylophilus_amaurocephalus	Hylophilus_amaurocephalus	Hylophilus	Vireonidae	2.898181398	Insectivore	Bird
Hylophilus_poicilotis	Hylophilus_poicilotis	Hylophilus	Vireonidae	2.764979827	Insectivore	Bird
Hylophilus_thoracicus	Hylophilus_thoracicus	Hylophilus	Vireonidae	3.126390318	Insectivore	Bird
Hylophilus_decurtatus	Pachysylvia_decurtata	Pachysylvia	Vireonidae	NA	NA	Bird
Vireo_antiloquus	Vireo_altiloquus	Vireo	Vireonidae	3.589695324	Insectivore	Bird
Vireo_chivi	Vireo_chivi	Vireo	Vireonidae	NA	NA	Bird
Vireo_flavoviridis	Vireo_flavoviridis	Vireo	Vireonidae	3.473858164	Insectivore	Bird
Vrieo_flavoviridis	Vireo_flavoviridis	Vireo	Vireonidae	3.473858164	Insectivore	Bird
Vireo_gilvus	Vireo_gilvus	Vireo	Vireonidae	3.012519028	Insectivore	Bird
Vireo_griseus	Vireo_griseus	Vireo	Vireonidae	2.877451052	Insectivore	Bird
Vireo_olivaceus	Vireo_olivaceus	Vireo	Vireonidae	3.339247696	Insectivore	Bird
Vireo_philadelphicus	Vireo_philadelphicus	Vireo	Vireonidae	2.888385917	Insectivore	Bird
Ametrida_centurio	Ametrida_centurio	Ametrida	Phyllostomidae	10.33	Frugivore	Chiroptera
Anoura_caudifer	Anoura_caudifer	Anoura	Phyllostomidae	10.81	Nectarivore	Chiroptera
Anoura_geoffroyi	Anoura_geoffroyi	Anoura	Phyllostomidae	14.62	Nectarivore	Chiroptera
Artbeus_jamaicensis	Artibeus_jamaicensis	Artibeus	Phyllostomidae	42.17	Frugivore	Chiroptera
Artbeus_tolteca	Artibeus_toltecus	Artibeus	Phyllostomidae	15.4	Frugivore	Chiroptera
Artibeus_sp	Artibeus	Artibeus	Phyllostomidae	NA	NA	Chiroptera
